Text,Label
"Last year, we had a trade deficit of almost $800 billion.",1
"One of the women, who is a wonderful woman at the age of 12, was raped at the age of 12.",1
"Her client she was representing sent her down, and she saw her laugh twice, mocking the girl who was raped.",1
"Well, you owe the president an apology, because as you know very well, your campaign, Sidney Blumenthal -- it's another real winner you have -- and it's him who started, with your campaign manager, and they were on television just two weeks ago, she was saying exactly that.",1
"There's never been anything like this, where e-mails -- and you get a subpoena, you get a subpoena, and after you get the subpoena, you delete 33,000 e-mails, then you wash them or bleach them with acid, as you would say, very expensive process.",1
"After a year's investigation, there is no evidence that anyone hacked the server I was using and there is no evidence that anyone can indicate at all - anyone else has no reason - that any classified material ended up in bad hands.",1
"Number four, if you're under 26 and your parents have a policy, you can be on this policy until you're 26, something that hasn't happened before.",1
"She wants to go to a single payer plan, which would be a disaster, somewhat similar to Canada's.",1
"For example, in San Bernardino, many people saw the bombs all over the apartment of the 2 people who killed and wounded a lot, a lot of people.",1
"But I notice, when something goes wrong, they like to say that the Russians are -- she doesn't know if it's the Russians doing the hacking.",1
"And I'm gonna tell you, Hillary Clinton is raising your taxes, guys.",1
It increases your taxes.,1
But it increases your taxes and I lower your taxes.,1
But she's massively raising everyone's taxes.,1
"And indeed, the way he talks about his tax cuts would eventually increase taxes on middle-class families, millions of middle-class families.",1
"And I think it's unfortunate, but it happened, that since the Great Recession, the winnings have all gone to the top.",1
"I mean, she and Obama, whether you like it or not, the way they came out of Iraq, the emptiness they left, that's why ISIS formed in the first place.",1
That is how we have achieved a treaty that reduces nuclear weapons.,1
"And, by the way, ISIS has a lot of its oil.",1
"Because NAFTA, signed by her husband, is perhaps the largest trade agreement in the history of the world.",1
He stripped us of jobs in manufacturing.,1
"In the days following the first debate, you sent a series of tweets from 3:00 a.m. to 5:00 a.m., including one that told people to watch a sex video.",1
Ambassador Stevens - Ambassador Stevens sent 600 requests for assistance.,1
"You know, because it looks like you're in the company or you're aware of people in the company -- you know we're now, for the first time, energy dependent.",1
Our budget demands one of the largest increases in the history of defence spending in this country.,1
We're going to put our automotive industry back to work.,1
"Already because of this new business climate, we are creating jobs that are starting to return to our country as we have not seen in many decades.",1
"In the first two employment reports since I was sworn in, we've already added almost half a million new jobs, and believe me, it's just beginning.",1
I also ordered that new pipelines be built with American steel.,1
We have seen the devastation of 11 September in Boston in San Bernardino - hundreds and hundreds of people from outside our country have been convicted of terrorism-related offences in American courts.,1
"At the moment, investigations are under way everywhere - hundreds of refugees are being investigated by the federal government for terrorism-related reasons.",1
Jobs are flowing out of the country.,1
I got 306 votes at the electoral college.,1
I guess it was the biggest victory of the electoral college since Ronald Reagan.,1
"In fact, we had to go faster than expected because of the wrong decision we received from a circuit that was overturned to a record number.",1
"Fiat-Chrysler announced that it will invest $1 billion in Ohio and Michigan, creating 2,000 new American jobs.",1
Intel has just announced that it will move forward with a new factory in Arizona that would probably never go forward with it.,1
"Walmart announced that it will create 10,000 jobs in the United States this year because of our various plans and initiatives.",1
"They give things — what was said in an office on Hillary cheating on the debates — which, by the way, nobody mentions.",1
No one mentioned that Hillary had received the questions in the debates.,1
Hillary Clinton gave Russia 20% of the uranium in our country.,1
Hillary Clinton gave them 20% of our uranium.,1
We have defended the borders of other nations while leaving our own borders open for anyone to cross and for drugs to pour at a rate now unprecedented.,1
"Since my election, Ford, Fiat-Chrysler, General Motors, Sprint, Softbank, Lockheed, Intel, Walmart, and many others have announced that they will invest billions of dollars in the United States and create tens of thousands of new American jobs.",1
"It is not compassionate, but reckless, to allow uncontrolled entry from places where appropriate control cannot occur.",1
"It is not compassionate, but imprudent to allow uncontrolled entry from places where appropriate control cannot occur.",1
Ninety-four million Americans are out of the workforce.,1
More than one in five people in their first years of work do not work.,1
"According to the National Academy of Sciences, our current immigration system costs US taxpayers billions of dollars a year.",1
"America has spent about six trillion dollars in the Middle East, all as our home infrastructure collapses.",1
Obamacare premiums at the national level have increased by two and three digits.,1
"For example, Arizona increased by 116 percent last year.",1
Governor Matt Bevin of Kentucky has just said that Obamacare fails in his state - it is unsustainable and collapses.,1
"My administration wants to work with members of both sides to make child care accessible and affordable, to help ensure that new parents have paid for family leave, to invest in women's health, and to promote clean air and water, and to rebuild our army and infrastructure.",1
The murder rate in 2015 saw its largest one-year increase in nearly half a century.,1
— and calls for one of the largest increases in national defence spending in American history.,1
Millions of people who move from well-being to work are not waiting too long.,1
"You see, their little car division's leaving.",1
Thousands of jobs leave Michigan and Ohio.,1
"He started his business with $14 million, borrowed from his father, and he really believes that the more you help rich people, the better we will be and that everything will be arranged from there.",1
"Well, for one thing -- and before I started on that -- my father gave me a very small loan in 1975, and I built it in a company worth a lot, several billions of dollars, with some of the world's largest assets, and I'm just saying that because that's the kind of thought our country needs.",1
"Independent experts reviewed what I proposed and discussed what Donald proposed, and basically they said this, that if his tax plan, which would blow up the debt of more than $5 trillion and in some cases put middle class families at a disadvantage compared to the rich, would come into effect, we would lose 3.5 million jobs and could have another recession.",1
"They looked at my plans and they said, OK, if we can do it, and I intend to do it, we'll have 10 million new jobs, because we're going to make investments where we can grow the economy.",1
Donald thinks climate change is a hoax perpetrated by the Chinese.,1
He approved NAFTA...,1
"It endorsed NAFTA, which is the worst trade agreement ever approved in that country.",1
"Your husband signed NAFTA, which was one of the worst things that happened to the manufacturing industry.",1
You called it the gold standard of trade agreements.,1
You said it was the best case you've ever seen.,1
"When we have a country that hurts so much, that is torn apart by all the countries of the world, that's the kind of thought our country needs, because everyone -- Lester, we have a trade deficit with all the countries we do business with, almost $800 billion a year.",1
"Or maybe he doesn't want the American people looking at you tonight to know that he didn't pay anything in federal taxes, because the only years that no one ever saw were a few years when he had to hand them over to state authorities when he was trying to get a casino license, and they showed that he wasn't paying federal income tax.",1
"As far as my tax returns are concerned, you don't learn that much.",1
"And when we talk about your business, you went bankrupt six times.",1
"But occasionally, four times, we used some laws that are there.",1
"In a place like Chicago, where thousands of people have been killed, thousands in recent years, in fact, nearly 4,000 have been killed since Barack Obama became president, more -- almost 4,000 people in Chicago have been killed.",1
"Stop-and-frisk was found unconstitutional in New York City, because he widely highlighted the young black and Hispanic men.",1
"Stop-and-frisk was found unconstitutional and, in part, because it was ineffective.",1
"Well, it's also fair to say, if we're going to talk about mayors, that under the current mayor, crime has continued to decline, including murders.",1
The murders are up.,1
"And if you're watching CNN this week, Patti Solis Doyle was on Wolf Blitzer saying it happened.",1
"Blumenthal sent McClatchy, a highly respected journalist to McClatchy, Kenya, to find out.",1
"Sidney Blumenthal sent a reporter -- just take a look at CNN last week, the interview with your former campaign manager.",1
"And now they have oil everywhere, including oil - a lot of oil in Libya, which was another of its disasters.",1
"I think we need to get NATO into the Middle East with us, in addition to the surrounding nations, and we need to get out of ISIS hell, and we need to do it quickly, when ISIS formed in this vacuum created by Barack Obama and Secretary Clinton.",1
"And believe me, you're the one who took the troops.",1
"And Sean Hannity said -- and he called me the other day -- and I told him about it -- he said you were totally against war, because he was for war.",1
"One of the great gifts of all time, all time, including $400 million in cash.",1
"It was actually $1.7 billion in cash, of course, for the hostages.",1
Women do not deserve equal pay if they do not do as good a job as men.,1
"Before I discuss the Paris Agreement, I would like to start with an update on our huge, absolutely huge, economic progress since the election day of November 8.",1
"The economy is beginning to return, and very quickly.",1
We have added $3.3 trillion in market value to our economy and over a million private sector jobs.,1
"I have just returned from a trip abroad where we have concluded nearly $350 billion in military and economic development for the United States, creating hundreds of thousands of jobs.",1
"The Paris Climate Agreement is simply the last example of Washington's conclusion of an agreement that puts the United States at a disadvantage to the exclusive benefit of other countries, leaving American workers — whom I like — and taxpayers to absorb the cost in terms of lost jobs, lower wages, closed factories and sharply reduced economic production.",1
"Thus, from now on, the United States will cease any implementation of the non-binding Paris Agreement and the draconian financial and economic burdens that the agreement imposes on our country.",1
"According to the National Economic Research Associates, compliance with the terms of the Paris Agreement and the expensive energy restrictions it imposed on the United States could cost America up to 2.7 million jobs lost by 2025.",1
"This includes 440,000 fewer jobs in the manufacturing sector — not what we need — that is not what we need — including jobs in the automobile industry, and the continued decimation of the vital American industries on which countless communities depend.",1
"According to the same study, by 2040 compliance with the commitments made by the previous administration would reduce production for the following sectors: paper at 12%; cement at 23%; iron and steel at 38%; coal — and I love miners — at 86%; natural gas at 31%.",1
"Currently, the cost to the economy would be close to $3 trillion in GDP losses and 6.5 million in industrial jobs, while households would have $7,000 less income and, in many cases, much worse than that.",1
"As a person who is deeply concerned about the environment, what I am doing, I cannot in all conscience support an agreement that punishes the United States — what it does — the world's leader in environmental protection, while not imposing any significant obligations on the world's major polluters.",1
"For example, under the agreement, China will be able to increase these emissions by an impressive number of years — 13.",1
"Moreover, as the current agreement effectively blocks the development of clean coal in America, what it does, and as mines begin to open.",1
"So we can't build the factories, but they can, according to this agreement.",1
And no one even knows where the money goes.,1
"Nobody could have said it, where are you gonna be?",1
And the exit of the agreement protects the United States from future intrusions on US sovereignty and massive future legal responsibility.,1
"Believe me, we have a huge legal responsibility if we stay.",1
"And so when I think about what we have to do, we have 33,000 people dying of firearms a year.",1
"And what I was saying is that you mentioned, Chris, is that I disagreed with the way the court applied the second amendment in this case, because what the Columbia district was trying to do was to protect the little ones from weapons and so they wanted people with weapons to safely store them.",1
"In Chicago, where firearms laws are the toughest in the United States, it could probably be said by far that they are more violent than any other city.",1
"So, we have the toughest laws, and you have huge gun violence.",1
Donald said he was in favour of a disfinancing of the Parenthood Planning.,1
He even supported the closure of the government to defuse the Parenthood Planning.,1
"And, indeed, he said that women should be punished, that there should be some form of punishment for women who get abortion.",1
"If you go with what Hillary says, in the ninth month, you can take the baby and rip the baby out of the mother's uterus just before the baby's birth.",1
"But it doesn't fit me, because from what she says, and from where she goes, and where she went, you can take the baby and rip it out of the uterus in the ninth month of the last day.",1
The NAFTA agreement signed by her husband is one of the worst agreements ever signed by anyone.,1
"He underpaid the undocumented workers, and when they complained, he basically said what many employers do: ""You complain, I'll have you deported.""",1
"Very unfair that someone crosses the border, becomes a citizen, according to his plan, you have open borders.",1
But what she's not saying is that President Obama has expelled millions and millions of people like that.,1
"You know, we're exchanging more energy with our neighbours that we're trading with the rest of the combined world.",1
"that the Russians have committed themselves to cyber attacks against the United States of America, that you have encouraged espionage against our people, that you are ready to launch the Putin line, to subscribe to its wish list, to break NATO, to do whatever it wants, and that you continue to get help from it, because it has a very clear favorite in this race.",1
"We have 17 intelligence agencies, both civilian and military, all of which have concluded that these spy attacks, these cyber attacks, come from the highest levels of the Kremlin and that they are intended to influence our election.",1
"She doesn't know if it's Russia, China or anyone else.",1
"advocated more countries, Japan, Korea, and even Saudi Arabia.",1
"He said, well, if we have them, why not use them, which I think is terrifying.",1
"All I have said is that we must renegotiate these agreements, because our country cannot afford to defend Saudi Arabia, Japan, Germany, South Korea and many other countries.",1
"about a potential nuclear -- nuclear competition in Asia, you said, you know, move on, have fun, people.",1
This is a plan that was analyzed by independent experts who said it could produce 10 million new jobs.,1
"On the other hand, Donald's plan was analyzed to conclude that he could lose 3.5 million jobs.",1
We will have a massive and massive increase in taxes under Hillary Clinton's plan.,1
"During his regime, during President Obama's regime, we doubled our national debt.",1
"Our jobs are withdrawn by the agreement that her husband signed, NAFTA, one of the worst agreements of all time.",1
Our jobs are aspired by our economy.,1
Our jobs have fled to Mexico and elsewhere.,1
Nor will I add a penny to the debt.,1
"Thanks to its massive tax cuts, it will add $20 trillion to the debt.",1
She lied when she said she didn't call him the gold standard in one of the debates.,1
"Well, first, let me say, number one, when I saw the final deal for the PPT, I said I was against it.",1
"Like when you were in charge of the State Department, $6 billion was missing.",1
"You led the State Department, $6 billion was stolen.",1
"He's gone, $6 billion.",1
"She gave us ISIS, because she and Obama created this huge void, and a small group came out of this huge void because when -- we should never have been in Iraq, but once we were there, we should never have gotten out of the way they wanted to get out.",1
She gave us ISIS as sure as you're sitting there.,1
"First of all, these stories have been largely confused.",1
"I would say the only way -- because these stories are all totally wrong, I have to say that.",1
I didn't know... I didn't see those women.,1
He held a number of large gatherings where he said that he could not have done these things to these women because they were not attractive enough for them to be assaulted.,1
"He kept saying, ""Look at her.",1
"And frankly, these stories have been largely untangled.",1
"But I'm going to tell you what's not fictitious are her e-mails, where she destroyed 33,000 e-mails criminally, after receiving a U.S. Congress subpoena.",1
"Well, very quickly, we at the Clinton Foundation spend 90 per cent -- 90 per cent of all the money that is given on behalf of people's programs all over the world and in our own country.",1
We have the highest score of guard dogs following the foundations.,1
"Money goes to 100 percent -- 100 percent goes to different charities, including many military.",1
I don't understand anything.,1
What's going on -- the money goes to them.,1
Wasn't the money used to settle your lawsuits?,1
"No, it was... we put on the American flag.",1
But what is really troubling is that we learned in the last debate that he did not pay a cent of federal income tax.,1
"So, let me tell you very quickly, we have the right because of the laws that people like her have adopted to take huge amounts of depreciation on other charges, and we do so.",1
"And all of his donors -- almost all of them -- I know Buffett took hundreds of millions of dollars, Soros, George Soros, took hundreds of millions of dollars...",1
"If you look -- excuse me, Chris -- if you look at your lists of electors, you'll see millions of people registered to vote -- millions, it's not from me -- it's from the Pew report and other places -- millions of people registered to vote who shouldn't be registered to vote.",1
"Before the invasion, he supported it.",1
And you'll see the dozens of sources checking that he was for the invasion of Iraq.,1
"That's -- the premiums are up 60 percent, 70 percent, 80 percent.",1
"Next year, they will increase by more than 100%.",1
"We take care of illegal immigrants, people who enter the country illegally, better than we take care of our veterinarians.",1
"Throughout the year, we saw democrats across the country bringing together a new legislative proposal that would put an end to health insurance as we know it and take benefits that seniors have paid for their entire lives.",1
"The democratic proposal, called the dishonorable ""Medicare for All"", would establish a single-payer health care system managed by the government that would eliminate all private and employer-based health care plans and cost an amazing $32.6 trillion in its first 10 years of existence.",1
"As a candidate, I promised that we would protect patients with pre-existing conditions and create new health insurance options that would reduce premiums.",1
"I've kept that promise, and now we're seeing a drop in health insurance premiums.",1
I also made a solemn promise to our great seniors to protect health insurance.,1
Democrats have already hurt older people by cutting over $800 billion in health insurance over 10 years to pay Obamacare.,1
"By eliminating health insurance as a program for seniors and by prohibiting Americans from enrolling in private and employer-based plans, the democratic system would inevitably lead to a massive rationing of health care.",1
"Unfortunately, they would be wrong: 123 Democrats in the House of Representatives — 64% of the House's Democrats — as well as 15 Democrats in the Senate have already officially co-sponsored this bill.",1
The Democrats want socialism that is open to borders.,1
"Indeed, the democrats' commitment to government-administered health care is all the more threatening for our seniors and our economy as they join in the absolute commitment of some democrats to end the enforcement of our immigration laws by abolishing immigration and customs laws.",1
"Today, the Democratic Party is for open-border socialism.",1
U.S. Steel opens a minimum of eight plants.,1
"But here, there was nothing to investigate from at least one point of view.",1
They didn't know the location.,1
They didn't know the time.,1
They didn't know the year.,1
"If you look at what Joe Biden said, he said, ""They don't do this.""",1
"You can check with Fox, because they covered him very well — who was paid.",1
"But one of them paid his house, $52,000.",1
"Because a normal, regular political person who doesn't have the concept of what he does with hell would let China continue to take $500 billion a year from our country and rebuild their country.",1
"If you watch McCabe take $700,000 from a Hillary Clinton-PAC led primarily by Terry McAuliffe, who is his best friend in the world, and he gives them hundreds of thousands of dollars.",1
We're getting another $1.6 billion at the borders.,1
We spent $3.2 billion and we get $1.6 billion.,1
Dairy — 300 per cent.,1
"It's – basically, they say, ""We don't have any barriers. By the way, it's 300 percent.""",1
"They have riots in every city, much bigger than they were during the green period with President Obama.",1
"When President Obama got stuck for the government, not for the people.",1
"Saying, ""Oh, you have to stop Trump, you have to stop him, you have to vote against him.""",1
Because they had a 17 percent VAT tax and no one in this country knew it.,1
And the Los Angeles Times makes us earn 6 points nationally.,1
"And for the most part, we haven't even started spending our money yet.",1
We have a president — and frankly Hillary — who does not use the words of radical Islamic terrorism.,1
"They are anxious and loving citizens whose hearts are broken every time an innocent child is killed, violently, on the street, what is happening throughout our country.",1
You now know that it is very opposed to the second amendment.,1
That is the same reason why it did not take responsibility for its central role in the liberation of ISIS worldwide.,1
Its policies have created a disaster abroad and poverty at home.,1
Fifty-eight per cent of African-American youth do not work.,1
I don't have a job.,1
We lost our job.,1
"And in my opinion, she is totally unfit to be the President of the United States.",1
"If we lower our taxes and get a massive reduction in taxes — and by the way, Hillary Clinton significantly increases your taxes.",1
This alone will instantly save two million more jobs.,1
"And on November 1, just before the November 8 election, new numbers are coming out, which will show an increase of 40, 50, 60 percent.",1
They want to delay it until after the elections because they are elections — it is a disaster.,1
It's Bill Clinton.,1
You look at all these different places have been destroyed.,1
And we bring our local education.,1
"Since President Obama took office, another two million Hispanic Americans have fallen into poverty.",1
Have you ever seen his 18-minute speech?,1
"And frankly, when they spend hundreds of millions of dollars on advertising, I don't have to because I do it the old way.",1
This is a first in the history of the Air Force One.,1
Air Force One has never been so badly treated in its long and incredible history.,1
No one had guns on the other side.,1
"If there were weapons on the other side, just a few of them, number one, probably if they knew, they wouldn't have attacked.",1
"And if they had protection, if they had weapons on the other side, with the bullets flying in the other direction, it would have been a whole different story.",1
They just announced yesterday that they're moving their little car division to Mexico.,1
Hillary Clinton already said she was going to put the miners out of business.,1
"Consumer confidence, business confidence and confidence in manufacturing have been the highest in many decades.",1
"Since my election, we have created 2.4 million jobs, and that number is growing very, very significantly.",1
The new demands for unemployment are almost the lowest we have seen in almost half a century.,1
"African-American unemployment has reached the lowest rate ever in the United States, as has unemployment among Hispanic Americans.",1
"The tax reduction bill is expected to increase the average income of U.S. households by more than $4,000.",1
This is all the more true as we have undertaken the largest regulatory reduction ever conceived.,1
I am pleased to announce that the coalition to defeat ISIS has taken over almost 100% of the territory formerly held by these killers in Iraq and Syria.,1
"When you look at all the different graphs and polls, and you see, for example, African-American unemployment at the bottom of history, it never had a period like this.",1
The same for Hispanic.,1
Women at a low age of 17.,1
"And then, fairly, I was saying to Klaus last night: If the opposing party to me had won — some of them you supported, others in the room — instead of being up by almost 50 percent — the stock market has been up since my election by almost 50 percent — rather than that, I think the stock market at this level, the initial level, would have been down by almost 50 percent.",1
A lot of wall is built.,1
"If you look at San Diego, illegal traffic dropped by 92 percent once the wall was lifted.",1
"El Paso, illegal traffic fell by 72 per cent, and finally by 95 per cent, once the wall was lifted.",1
"In Tucson, Arizona, illegal trafficking fell by 92%.",1
"Yuma, he gave up illegal trafficking from 95 to 96 percent.",1
It has fallen to almost 100% in the areas where the wall is located.,1
We took 10 terrorists in the last very short period of time.,1
The economy has — people lose their jobs.,1
"People with enormous medical difficulties and medical problems are flocking there, and in many cases it is contagious.",1
"Last time, Chuck, you arrested him...",1
"In recent years, Indiana has hosted dozens of businesses fleeing high taxes and high tax status.",1
"Thousands of new jobs and massive capital investments have followed, which means a better quality of life for the people of Indiana.",1
Unemployment is at a low rate of 16 years.,1
Afro-American unemployment has almost been its lowest point since the beginning of the millennium.,1
GDP growth in the last quarter was 3% higher than expected; no one thought this would happen for a long time.,1
"Our framework includes our explicit commitment to ensuring that tax reform protects low- and middle-income households, not rich and well-connected households.",1
"I do the right thing, and it doesn't suit me.",1
"To protect millions of small businesses and the American farmer, we are finally putting an end to the crushing, the horrific, the unjust property tax, or, as we often call it, the death tax.",1
"They have wonderful farms, but they can't pay the tax, so they have to sell the farm.",1
To make the death tax a disaster for this country and a disaster for so many small businesses and farmers.,1
"But this great inheritance could end because of the death tax, or property tax, and could make it impossible for him to pass on this inheritance to his wonderful family.",1
"Tonight, I'm talking to you because there is a growing humanitarian and security crisis on our southern border.",1
But all Americans are injured by illegal and uncontrolled migration.,1
It places a severe strain on public resources and reduces jobs and wages.,1
"Our southern border is a pipeline for large quantities of illegal drugs, including methamphetamine, heroin, cocaine and fentanyl.",1
"Over the past two years, ICE officers have made 266,000 arrests of foreign nationals with criminal records, including those accused or convicted of 100,000 assaults, 30,000 sexual crimes and 4,000 violent murders.",1
"Over the years, thousands of Americans have been brutally killed by those who have illegally entered our country, and thousands of lives will be lost if we do not act now.",1
"Finally, as part of a comprehensive approach to border security, law enforcement professionals requested $5.7 billion for a physical obstacle.",1
"At the request of the Democrats, it will be a steel barrier rather than a concrete wall.",1
"The wall will also be paid, indirectly, by the great trade agreement we have concluded with Mexico.",1
These are the facts: Decades of progress in reducing crime are now reversed by the government's decline in the enforcement of sentences.,1
"In the 50 largest cities in America, the number of murders increased by 17 percent last year.",1
"Near Baltimore, they increased by almost 60%.",1
"Household incomes have declined by more than $4,000 since 2000.",1
"Our trade deficit has reached a record level, remember, our trade deficit is close to $800 billion, remember, $800 billion, just last year.",1
"It was just before the signing of the Iranian agreement, which gave Iran $150 billion and gave us absolutely nothing – it will fall into history as one of the worst agreements ever negotiated.",1
Egypt was handed over to the Muslim Radical Brotherhood and forced the military to regain control.,1
"And when a foreign minister illegally stores their e-mails on a private server, 33,000 of them delete so that the authorities do not see their crime, endanger our country, lie about it in any other form and have no consequence - I know that corruption in our country has reached a level that has never been in our country before.",1
"My opponent asked for a radical increase of 50% in Syria, remember?",1
"550 per cent more Syrian refugees, in addition to the massive influx of refugees already arriving in our country under President Obama's leadership.",1
"She suggests that, although there is no way to protect these refugees to know who they are or where they come from.",1
"While Hillary Clinton is planning a massive tax increase and I am planning a massive tax increase, I have proposed the biggest tax reduction for any candidate who has run for the presidency this year – Democratic or Republican.",1
"Americans and middle-income societies will benefit from deep relief, and taxes will be greatly simplified for all.",1
"Arizona introduced very strict laws on illegal immigration, and the result was illegal immigrants who fled the state, and what happened there - it was a very interesting article.",1
"But what the State of Arizona has seen is the dollars they spend on well-being, prisons and education, all of which have decreased by hundreds of millions of dollars.",1
"But I also think that if you claim that you are the only one who has included this in the campaign, you acknowledge, for example, that you are only a person at this stage who has never been punished for hiring people to work illegally on your projects.",1
And he had to pay a million dollars in a verdict of the...,1
"Polish workers Trump, you'll see a million dollars for hiring illegal workers in one of his projects.",1
"If you look at the eight gang members, Donald gave over $50,000 to three Democrats and two Republicans.",1
"And by the way, Marco is right that a federal court found Donald guilty of having participated in a conspiracy to illegally recruit people and have rendered a $1 million verdict against him.",1
"And you know, there's a reason that when Harry Reid was asked by everyone on this stage, he wants the most, who he loves the most, Harry Reid Donald - Donald Trump said.",1
I'm the only one financing my own campaign.,1
"I want to put an end to it because it's going too far, it's killed millions of jobs and it hurts people's health care.",1
"But of the more than 400,000 jobs we have created in the state, we believe that about 15,000 are linked to this industry because it is in the early stages.",1
"I'm going to give it back absolutely, but I'm going to be tested for two or three years now, so I can't do it until the exam is finished, obviously.",1
...he lost RealClearPolitics to Hillary on eight of them.,1
"In the last 10 polls on RealClearPolitics, either I tied it to Hillary or I beat him.",1
"For example, in Libya, both countries have accepted Obama/Clinton's policy of overthrowing the government in Libya.",1
"Well, it's true that now that the spotlight here in New York is pretty bright, some things have been said and Senator Sanders told me that I was not qualified.",1
"Let's talk about super-PACs and 501(c)(4)s, about the money that hasn't been discovered.",1
- I supported the fight for 15 years.,1
"I took my word from the Democrats in the Senate, under the leadership of Senator Patty Murray and others, like my good friend Kirsten Gillibrand, who said that we were setting a national level of $12 and then any place that could move forward.",1
And I think the goal of reaching $12 is to go on the way to encourage others to reach $15.,1
They come from states that have no serious efforts to control the weapons we are doing in New York.,1
"But as I understand it, 43 lobbyists in the fossil fuel industry have given the Clinton campaign the maximum.",1
I would just like to point out that the Senate voted on whether the United States should support the efforts of the Libyan people to protect itself from the threats of genocide in Gaddafi and whether we should go to the United Nations to seek support for the Security Council.,1
"Well, you know what, I have certainly always supported Libya in the transition to democracy.",1
But please don't confuse this with your active effort to change diets without thinking about what happened the next day.,1
"You gave a speech to AIPAC, which obviously deals with the Middle East crisis, and you have hardly mentioned the Palestinians.",1
"They worry about the future of their children, yet almost all new income and wealth go to the top of 1%.",1
"The reality is that over the past 30 years, trillions of dollars of wealth have sunk from the middle class to the first 1 percent.",1
"And I always go back because part of the reason Wall Street guys are trying so hard to stop me -- the hedge fund guys, the ghost bank guys -- is because I have their number on all this.",1
"Democrats win when there is strong participation, when people are excited, when workers, the middle class and young people are ready to get involved in the political process.",1
"Republicans win when people are demoralized and you have a small turnout, which is, by the way, why they like election suppression.",1
"If there is a strong participation, we are not just keeping the White House, but I think we are returning to the Senate.",1
"So I think if you want to keep the White House, if you want to see how the Democrats are going far beyond borders, then our campaign is the one that creates the big turnout and helps us win.",1
"Your campaign has now been criticized for its agents, who mostly represent members of the culinary union with union needles in Nevada, and the Nashua Telegraph recently complained that you misrepresented in an advertisement they had supported you when they did not.",1
"As far as the latter is concerned, I understand, we have not proposed that we have the approval of a newspaper.",1
"So we never said, never told anyone, a newspaper supports us, it's not.",1
"It was just something -- as the secretary knows, you put titles on ads, and you send them, but there was no word in that ad, no one who said that these newspapers had supported us.",1
But you refused when you introduced yourself to the presidency in 2008.,1
"As Secretary of State, you supported the TPP, and then - which, of course, is this trade agreement with many Asian countries, but you are against it now when you make your second offer for the President.",1
"When I saw the result, I objected.",1
"I don't think that for a second because I understood what the NAFTA function, ACAF, PNTR with China, and TPP is to tell American workers, hey, you're now competing against people in Vietnam who earn 56 cents per hour minimum wage.",1
I don't want American workers to fight people who make 56 cents an hour.,1
"But the current trade agreements over the last 30 years have been written by American companies, for American companies, have led to the loss of millions of decent jobs, 60,000 American factories have lost millions of decent jobs since 2001, and also a downward spiral, a downward race where employers say, ""Hey, you don't want to cut wages? We're going to China.""",1
We have the highest child poverty rate in almost every major country in the world.,1
She worked with the Russians to reduce their supply of chemical weapons.,1
It has negotiated with nations around the world to eliminate Iran's nuclear weapons programme without firing a shot.,1
"And, Elaine, Iraq didn't want our troops to stay, and they didn't want to protect us for our troops.",1
"We cut taxes, we made record investments in education and infrastructure, and I'm finishing my mandate with $2 billion at the bank.",1
"First, Donald Trump said the wages were too high.",1
Richard Nixon issued income tax returns when audited.,1
They're not gonna cut taxes.,1
You're raising taxes on the middle class.,1
"But Hillary Clinton actually described this moment as an example of implicit bias in the police, where - where she used - when she was asked a week ago in the debate if there was implicit bias in law enforcement, her only answer was that there was implicit bias in all the United States.",1
"Senator, why would Hillary Clinton, while African-American police officers involved in a police operation were involved in an African-American shooting, accuse these African-American police officers of implicit bias?",1
"You just heard that they have a plan for the opening of the borders, the amnesty.",1
"And finally and dangerously, Donald Trump believes -- Donald Trump believes that the world will be safer if more nations have nuclear weapons.",1
"He said that Saudi Arabia should have them, Japan should have them, Korea should have them.",1
"And when he was confronted with that and said, wait a minute, the terrorists could get this, the spread could lead to a nuclear war, here's what Donald Trump said, and I quote, ""Go ahead, people, have fun.""",1
That's why Donald Trump claims that he wants -- that NATO is outdated and that we need to get rid of NATO is so dangerous.,1
But Governor Pence said Vladimir Putin is undoubtedly a better leader than President Obama.,1
Less than 10 cents of the Clinton Foundation dollar went for charitable purposes.,1
"But honestly, senator, we would know much more if Hillary Clinton had just returned the 33,000 e-mails...",1
But what I don't understand is with Hillary Clinton and now Senator Kaine with her to support a practice like partial abortion.,1
"When I look at the current agreements, when I see what happens to terrible things like Obamacare, where your health insurance and health care are increasing numbers that are astronomical, 68 percent, 59 percent, 71 percent, when I look at the Iran deal and how bad an agreement is for us, it is a unilateral transaction in which we return 150 billion dollars to a terrorist state, really, the number one terrorist state, we made it a strong country of a really very weak country three years ago.",1
We have a deficit of $800 billion.,1
"So you can say how you want to say it, but Bill Clinton abused women.",1
"Her client, who represented her, took her out, and she saw her laugh twice and laughed at the girl who was raped.",1
"Well, you owe the president an apology, because, as you know very well, your campaign, Sidney Blumenthal -- that's another real winner you have -- and he started that, with your campaign manager, and they were on TV two weeks ago, she was, that's exactly what said.",1
"There's never been anything like that where e-mails -- and you get a subpoena, you get a subpoena, and then you get the subpoena, you delete 33,000 e-mails, and then you wash them or, as you would say, make them very expensive.",1
"After a year's investigation, there is no evidence that anyone hacked the server I used, and there is no evidence that anyone can even say that -- anyone else has no basis -- that every secret document ended up in bad hands.",1
"Number four, if you are under 26 years of age and your parents have a policy, you can apply this policy until the age of 26, which has not happened before.",1
"She wants to go to a deposit plan that would be a disaster, something similar in Canada.",1
